timestamp,gyro_x,gyro_y,gyro_z,time
1757494192,0.061035,-0.854492,0.183105,2025-09-10 08:49:52
1757494194,0.061035,-0.854492,0.183105,2025-09-10 08:49:54
1757494194,0.061035,-0.854492,0.183105,2025-09-10 08:49:54
1757494194,0.061035,-0.915527,0.183105,2025-09-10 08:49:54
1757494195,0.061035,-0.854492,0.183105,2025-09-10 08:49:55
1757494195,0.061035,-0.915527,0.183105,2025-09-10 08:49:55
1757494195,0.061035,-0.854492,0.183105,2025-09-10 08:49:55
1757494196,0.061035,-0.854492,0.183105,2025-09-10 08:49:56
1757494196,0.061035,-0.854492,0.183105,2025-09-10 08:49:56
1757494196,0.061035,-0.854492,0.183105,2025-09-10 08:49:56
1757494197,0.061035,-0.854492,0.12207,2025-09-10 08:49:57
1757494197,0.061035,-0.854492,0.183105,2025-09-10 08:49:57
1757494197,0.12207,-0.915527,0.183105,2025-09-10 08:49:57
1757494197,0.061035,-0.915527,0.183105,2025-09-10 08:49:57
1757494198,0.061035,-0.854492,0.183105,2025-09-10 08:49:58
1757494198,0.061035,-0.854492,0.183105,2025-09-10 08:49:58
1757494199,0.061035,-0.915527,0.183105,2025-09-10 08:49:59
1757494199,0.061035,-0.854492,0.183105,2025-09-10 08:49:59
1757494199,0.061035,-0.854492,0.183105,2025-09-10 08:49:59
1757494199,0.12207,-0.915527,0.183105,2025-09-10 08:49:59
1757494200,0.061035,-0.915527,0.183105,2025-09-10 08:50:00
1757494200,0.12207,-0.854492,0.183105,2025-09-10 08:50:00
1757494200,0.061035,-0.915527,0.183105,2025-09-10 08:50:00
1757494201,0.061035,-0.854492,0.183105,2025-09-10 08:50:01
1757494201,0.061035,-0.915527,0.183105,2025-09-10 08:50:01
1757494201,0.061035,-0.915527,0.12207,2025-09-10 08:50:01
1757494201,0.061035,-0.854492,0.183105,2025-09-10 08:50:01
1757494202,0.061035,-0.854492,0.12207,2025-09-10 08:50:02
1757494202,0.061035,-0.854492,0.183105,2025-09-10 08:50:02
1757494202,0.061035,-0.854492,0.183105,2025-09-10 08:50:02
1757494203,0.061035,-0.854492,0.183105,2025-09-10 08:50:03
1757494203,0.061035,-0.854492,0.183105,2025-09-10 08:50:03
1757494203,0.061035,-0.854492,0.183105,2025-09-10 08:50:03
1757494204,0.061035,-0.854492,0.183105,2025-09-10 08:50:04
1757494204,0.061035,-0.854492,0.183105,2025-09-10 08:50:04
1757494204,0.061035,-0.854492,0.183105,2025-09-10 08:50:04
1757494204,0.061035,-0.915527,0.183105,2025-09-10 08:50:04
1757494205,0.061035,-0.915527,0.183105,2025-09-10 08:50:05
1757494205,0.0,-0.854492,0.183105,2025-09-10 08:50:05
1757494205,0.061035,-0.915527,0.183105,2025-09-10 08:50:05
1757494206,0.12207,-0.854492,0.183105,2025-09-10 08:50:06
1757494206,0.061035,-0.915527,0.183105,2025-09-10 08:50:06
1757494206,0.061035,-0.854492,0.183105,2025-09-10 08:50:06
1757494206,0.061035,-0.854492,0.183105,2025-09-10 08:50:06
1757494207,0.061035,-0.854492,0.183105,2025-09-10 08:50:07
1757494207,0.061035,-0.854492,0.183105,2025-09-10 08:50:07
1757494207,0.061035,-0.915527,0.183105,2025-09-10 08:50:07
1757494208,0.061035,-0.854492,0.183105,2025-09-10 08:50:08
1757494208,0.061035,-0.915527,0.183105,2025-09-10 08:50:08
1757494208,0.061035,-0.854492,0.183105,2025-09-10 08:50:08
1757494208,0.061035,-0.854492,0.183105,2025-09-10 08:50:08
1757494209,0.061035,-0.854492,0.183105,2025-09-10 08:50:09
1757494209,0.0,-0.854492,0.183105,2025-09-10 08:50:09
1757494209,0.061035,-0.915527,0.183105,2025-09-10 08:50:09
1757494210,0.0,-0.854492,0.183105,2025-09-10 08:50:10
1757494210,0.0,-0.854492,0.183105,2025-09-10 08:50:10
1757494210,0.061035,-0.854492,0.183105,2025-09-10 08:50:10
1757494210,0.061035,-0.854492,0.183105,2025-09-10 08:50:10
1757494211,0.061035,-0.854492,0.183105,2025-09-10 08:50:11
1757494211,0.061035,-0.915527,0.183105,2025-09-10 08:50:11
1757494211,0.061035,-0.915527,0.183105,2025-09-10 08:50:11
1757494212,0.061035,-0.915527,0.183105,2025-09-10 08:50:12
1757494212,0.061035,-0.915527,0.183105,2025-09-10 08:50:12
1757494212,0.061035,-0.854492,0.183105,2025-09-10 08:50:12
1757494212,0.061035,-0.854492,0.183105,2025-09-10 08:50:12
1757494213,0.061035,-0.854492,0.183105,2025-09-10 08:50:13
1757494213,0.061035,-0.854492,0.183105,2025-09-10 08:50:13
1757494213,0.061035,-0.854492,0.183105,2025-09-10 08:50:13
1757494214,0.061035,-0.915527,0.183105,2025-09-10 08:50:14
1757494214,0.061035,-0.854492,0.183105,2025-09-10 08:50:14
1757494214,0.061035,-0.854492,0.183105,2025-09-10 08:50:14
1757494215,0.061035,-0.915527,0.183105,2025-09-10 08:50:15
1757494215,0.12207,-0.915527,0.183105,2025-09-10 08:50:15
1757494215,0.061035,-0.915527,0.183105,2025-09-10 08:50:15
1757494215,0.061035,-0.854492,0.12207,2025-09-10 08:50:15
1757494216,0.061035,-0.854492,0.183105,2025-09-10 08:50:16
1757494216,0.061035,-0.854492,0.183105,2025-09-10 08:50:16
1757494216,0.061035,-0.854492,0.183105,2025-09-10 08:50:16
1757494217,0.061035,-0.854492,0.183105,2025-09-10 08:50:17
1757494217,0.061035,-0.854492,0.183105,2025-09-10 08:50:17
1757494217,0.061035,-0.854492,0.183105,2025-09-10 08:50:17
1757494217,0.061035,-0.854492,0.183105,2025-09-10 08:50:17
1757494218,0.12207,-0.915527,0.183105,2025-09-10 08:50:18
1757494218,0.061035,-0.854492,0.183105,2025-09-10 08:50:18
1757494218,0.061035,-0.854492,0.183105,2025-09-10 08:50:18
1757494219,0.061035,-0.854492,0.183105,2025-09-10 08:50:19
1757494219,0.061035,-0.854492,0.183105,2025-09-10 08:50:19
1757494219,0.12207,-0.915527,0.183105,2025-09-10 08:50:19
1757494219,0.061035,-0.854492,0.183105,2025-09-10 08:50:19
1757494220,0.061035,-0.915527,0.183105,2025-09-10 08:50:20
1757494220,0.061035,-0.915527,0.183105,2025-09-10 08:50:20
1757494220,0.061035,-0.854492,0.183105,2025-09-10 08:50:20
1757494221,0.061035,-0.915527,0.183105,2025-09-10 08:50:21
1757494221,0.061035,-0.854492,0.183105,2025-09-10 08:50:21
1757494221,0.061035,-0.854492,0.183105,2025-09-10 08:50:21
1757494221,0.061035,-0.854492,0.183105,2025-09-10 08:50:21
1757494222,0.061035,-0.915527,0.183105,2025-09-10 08:50:22
1757494222,0.061035,-0.854492,0.183105,2025-09-10 08:50:22
1757494222,0.061035,-0.854492,0.183105,2025-09-10 08:50:22
1757494223,0.061035,-0.854492,0.12207,2025-09-10 08:50:23
1757494223,0.0,-0.854492,0.183105,2025-09-10 08:50:23
1757494223,0.061035,-0.854492,0.183105,2025-09-10 08:50:23
1757494223,0.061035,-0.915527,0.12207,2025-09-10 08:50:23
1757494224,0.061035,-0.915527,0.183105,2025-09-10 08:50:24
1757494224,0.061035,-0.915527,0.183105,2025-09-10 08:50:24
1757494224,0.061035,-0.854492,0.183105,2025-09-10 08:50:24
1757494225,0.061035,-0.854492,0.12207,2025-09-10 08:50:25
1757494225,0.061035,-0.915527,0.183105,2025-09-10 08:50:25
1757494225,0.061035,-0.854492,0.183105,2025-09-10 08:50:25
1757494226,0.0,-0.854492,0.183105,2025-09-10 08:50:26
1757494226,0.061035,-0.854492,0.183105,2025-09-10 08:50:26
1757494226,0.061035,-0.854492,0.183105,2025-09-10 08:50:26
1757494226,0.061035,-0.915527,0.183105,2025-09-10 08:50:26
1757494227,0.061035,-0.854492,0.183105,2025-09-10 08:50:27
1757494227,0.061035,-0.915527,0.183105,2025-09-10 08:50:27
1757494227,0.061035,-0.854492,0.183105,2025-09-10 08:50:27
1757494228,0.061035,-0.854492,0.183105,2025-09-10 08:50:28
1757494228,0.061035,-0.854492,0.183105,2025-09-10 08:50:28
1757494228,0.061035,-0.854492,0.183105,2025-09-10 08:50:28
1757494228,0.061035,-0.915527,0.183105,2025-09-10 08:50:28
1757494229,0.061035,-0.915527,0.183105,2025-09-10 08:50:29
1757494229,0.061035,-0.854492,0.183105,2025-09-10 08:50:29
1757494229,0.061035,-0.854492,0.183105,2025-09-10 08:50:29
1757494230,0.061035,-0.854492,0.183105,2025-09-10 08:50:30
1757494230,0.061035,-0.915527,0.183105,2025-09-10 08:50:30
1757494230,0.061035,-0.915527,0.183105,2025-09-10 08:50:30
1757494230,0.061035,-0.854492,0.183105,2025-09-10 08:50:30
1757494231,0.061035,-0.854492,0.183105,2025-09-10 08:50:31
1757494231,0.061035,-0.854492,0.183105,2025-09-10 08:50:31
1757494231,0.061035,-0.915527,0.12207,2025-09-10 08:50:31
1757494232,0.12207,-0.854492,0.183105,2025-09-10 08:50:32
1757494232,0.061035,-0.854492,0.183105,2025-09-10 08:50:32
1757494232,0.061035,-0.854492,0.183105,2025-09-10 08:50:32
1757494232,0.061035,-0.854492,0.183105,2025-09-10 08:50:32
1757494233,0.12207,-0.854492,0.183105,2025-09-10 08:50:33
1757494233,0.061035,-0.854492,0.183105,2025-09-10 08:50:33
1757494233,0.061035,-0.854492,0.183105,2025-09-10 08:50:33
1757494234,0.061035,-0.854492,0.183105,2025-09-10 08:50:34
1757494234,0.061035,-0.854492,0.183105,2025-09-10 08:50:34
1757494234,0.061035,-0.854492,0.183105,2025-09-10 08:50:34
1757494234,0.061035,-0.854492,0.183105,2025-09-10 08:50:34
1757494235,0.061035,-0.854492,0.183105,2025-09-10 08:50:35
1757494235,0.061035,-0.854492,0.183105,2025-09-10 08:50:35
1757494235,0.061035,-0.915527,0.183105,2025-09-10 08:50:35
1757494236,0.061035,-0.854492,0.183105,2025-09-10 08:50:36
1757494236,0.061035,-0.915527,0.183105,2025-09-10 08:50:36
1757494236,0.061035,-0.854492,0.183105,2025-09-10 08:50:36
1757494236,0.061035,-0.854492,0.183105,2025-09-10 08:50:36
1757494237,0.061035,-0.854492,0.183105,2025-09-10 08:50:37
1757494237,0.061035,-0.915527,0.12207,2025-09-10 08:50:37
1757494237,0.061035,-0.854492,0.183105,2025-09-10 08:50:37
1757494238,0.061035,-0.854492,0.183105,2025-09-10 08:50:38
1757494238,0.061035,-0.915527,0.183105,2025-09-10 08:50:38
1757494238,0.0,-0.854492,0.183105,2025-09-10 08:50:38
1757494238,0.061035,-0.854492,0.183105,2025-09-10 08:50:38
1757494239,0.0,-0.854492,0.183105,2025-09-10 08:50:39
1757494239,0.061035,-0.854492,0.183105,2025-09-10 08:50:39
1757494239,0.061035,-0.854492,0.183105,2025-09-10 08:50:39
1757494240,0.061035,-0.915527,0.183105,2025-09-10 08:50:40
1757494240,0.061035,-0.854492,0.183105,2025-09-10 08:50:40
1757494240,0.061035,-0.915527,0.183105,2025-09-10 08:50:40
1757494240,0.061035,-0.915527,0.183105,2025-09-10 08:50:40
1757494241,0.061035,-0.854492,0.183105,2025-09-10 08:50:41
1757494241,0.061035,-0.854492,0.12207,2025-09-10 08:50:41
1757494241,0.061035,-0.854492,0.12207,2025-09-10 08:50:41
1757494242,0.061035,-0.854492,0.183105,2025-09-10 08:50:42
1757494242,0.061035,-0.854492,0.183105,2025-09-10 08:50:42
1757494242,0.061035,-0.915527,0.183105,2025-09-10 08:50:42
1757494242,0.061035,-0.854492,0.183105,2025-09-10 08:50:42
1757494243,0.061035,-0.854492,0.183105,2025-09-10 08:50:43
1757494243,0.061035,-0.854492,0.183105,2025-09-10 08:50:43
1757494243,0.061035,-0.915527,0.183105,2025-09-10 08:50:43
1757494244,0.061035,-0.915527,0.183105,2025-09-10 08:50:44
1757494244,0.061035,-0.915527,0.183105,2025-09-10 08:50:44
1757494244,0.061035,-0.854492,0.183105,2025-09-10 08:50:44
1757494244,0.061035,-0.854492,0.183105,2025-09-10 08:50:44
1757494245,0.061035,-0.854492,0.183105,2025-09-10 08:50:45
