timestamp_iso,temperature,humidity
2025-09-30T23:50:09.691770,20.10,53.40
2025-09-30T23:50:09.854731,20.10,53.40
2025-09-30T23:50:11.861219,20.10,53.50
2025-09-30T23:50:13.867645,20.10,53.50
2025-09-30T23:50:15.873803,20.10,53.50
2025-09-30T23:50:17.880164,20.10,53.50
2025-09-30T23:50:19.886439,20.10,53.60
2025-09-30T23:50:21.892841,20.00,53.70
2025-09-30T23:50:23.899120,20.00,53.90
2025-09-30T23:50:25.905488,20.00,54.10
2025-09-30T23:50:27.911903,20.00,54.20
2025-09-30T23:50:29.918354,20.00,54.20
2025-09-30T23:50:31.924734,20.00,54.20
2025-09-30T23:50:33.931225,20.00,54.10
2025-09-30T23:50:35.937815,20.00,54.10
2025-09-30T23:50:37.944167,20.00,54.10
2025-09-30T23:50:39.950566,19.90,54.00
2025-09-30T23:50:41.957049,19.90,54.10
2025-09-30T23:50:43.963481,19.90,54.10
2025-09-30T23:50:45.970026,19.90,54.10
2025-09-30T23:50:47.976492,19.90,54.10
2025-09-30T23:50:49.983075,19.90,54.10
2025-09-30T23:50:51.989612,19.90,54.20
2025-09-30T23:50:53.996189,19.90,54.20
2025-09-30T23:50:56.002688,19.90,54.20
2025-09-30T23:50:58.009059,19.90,54.30
2025-09-30T23:51:00.015668,19.80,54.20
2025-09-30T23:51:02.022006,19.80,54.20
2025-09-30T23:51:04.028583,19.80,54.20
2025-09-30T23:51:06.035240,19.80,54.30
2025-09-30T23:51:08.041717,19.80,54.30
2025-09-30T23:51:10.048004,19.80,54.40
2025-09-30T23:51:12.054120,19.80,54.40
2025-09-30T23:51:14.060331,19.80,54.40
2025-09-30T23:51:16.066556,19.80,54.50
2025-09-30T23:51:18.072862,19.70,54.40
2025-09-30T23:51:20.079083,19.80,54.50
2025-09-30T23:51:22.085410,19.80,54.50
2025-09-30T23:51:24.091932,19.70,54.50
2025-09-30T23:51:26.098170,19.70,54.50
2025-09-30T23:51:28.104582,19.70,54.50
2025-09-30T23:51:30.110804,19.70,54.50
2025-09-30T23:51:32.117079,19.70,54.50
2025-09-30T23:51:34.123320,19.70,54.50
2025-09-30T23:51:36.129558,19.70,54.60
2025-09-30T23:51:38.135946,19.70,54.60
2025-09-30T23:51:40.142198,19.70,54.60
2025-09-30T23:51:42.148601,19.70,54.60
2025-09-30T23:51:44.154865,19.70,54.70
2025-09-30T23:51:46.161230,19.70,54.70
2025-09-30T23:51:48.167437,19.60,54.70
2025-09-30T23:51:50.173695,19.60,54.70
2025-09-30T23:51:52.180046,19.60,54.80
2025-09-30T23:51:54.186207,19.60,54.80
2025-09-30T23:51:56.192455,19.60,54.80
2025-09-30T23:51:58.198629,19.60,54.80
2025-09-30T23:52:00.204972,19.60,54.90
2025-09-30T23:52:02.211422,19.60,54.90
2025-09-30T23:52:04.217865,19.60,54.90
2025-09-30T23:52:06.224208,19.60,55.00
2025-09-30T23:52:08.230670,19.60,55.00
2025-09-30T23:52:10.237108,19.60,55.00
2025-09-30T23:52:12.243560,19.60,55.00
2025-09-30T23:52:14.250019,19.60,55.00
2025-09-30T23:52:16.256525,19.60,55.00
2025-09-30T23:52:18.262902,19.60,55.00
2025-09-30T23:52:20.270102,19.60,55.00
2025-09-30T23:52:22.279591,19.60,55.10
2025-09-30T23:52:24.288771,19.60,55.10
2025-09-30T23:55:08.939438,19.10,56.50
2025-09-30T23:55:10.948133,19.10,56.50
2025-09-30T23:55:12.956760,19.10,56.60
2025-09-30T23:55:14.965116,19.10,56.80
2025-09-30T23:55:16.973235,19.10,56.80
2025-09-30T23:55:18.981382,19.10,56.90
2025-09-30T23:55:20.989254,19.10,56.80
2025-09-30T23:55:22.997120,19.10,56.80
2025-09-30T23:55:25.004864,19.10,56.80
2025-09-30T23:55:27.012356,19.10,56.80
2025-09-30T23:55:29.020086,19.10,56.80
2025-09-30T23:55:31.027417,19.10,56.80
2025-09-30T23:55:33.034631,19.00,56.80
2025-09-30T23:55:35.041609,19.00,56.80
2025-09-30T23:55:37.048791,19.10,56.90
2025-09-30T23:55:39.056014,19.00,56.90
2025-09-30T23:55:41.063135,19.00,56.90
2025-09-30T23:55:43.070175,19.00,56.90
2025-09-30T23:55:45.077184,19.00,56.90
2025-09-30T23:55:47.084027,19.00,57.00
2025-09-30T23:55:49.090771,19.00,57.00
2025-09-30T23:55:51.097631,19.00,57.00
2025-09-30T23:55:53.104279,19.00,57.00
2025-09-30T23:55:55.110956,19.00,57.00
2025-09-30T23:55:57.117684,19.00,57.10
2025-09-30T23:55:59.124479,19.00,57.10
2025-09-30T23:56:01.131335,19.00,57.20
2025-09-30T23:56:03.138038,19.00,57.20
2025-09-30T23:56:05.144801,19.00,57.20
2025-09-30T23:56:07.151745,19.00,57.30
2025-09-30T23:56:09.158656,19.00,57.30
2025-09-30T23:56:11.165607,19.00,57.30
2025-09-30T23:56:13.172626,19.00,57.30
2025-09-30T23:56:15.179653,19.00,57.30
2025-09-30T23:56:17.186680,19.00,57.40
2025-09-30T23:56:19.193501,19.00,57.40
2025-09-30T23:56:21.200418,19.00,57.40
2025-09-30T23:56:23.207286,19.00,57.40
2025-09-30T23:56:25.214127,18.90,57.30
2025-09-30T23:56:27.220948,19.00,57.40
2025-09-30T23:56:29.227640,19.00,57.30
2025-09-30T23:56:31.234499,19.00,57.30
2025-09-30T23:56:33.241329,19.00,57.30
2025-09-30T23:56:35.248046,19.00,57.30
2025-09-30T23:56:37.254806,19.00,57.40
2025-09-30T23:56:39.261652,18.90,57.30
2025-09-30T23:56:41.268491,19.00,57.40
2025-09-30T23:56:43.275269,19.00,57.40
2025-09-30T23:56:45.282032,19.00,57.30
2025-09-30T23:56:47.288654,19.00,57.30
2025-09-30T23:56:49.295442,19.00,57.30
2025-09-30T23:56:51.302369,19.00,57.30
2025-09-30T23:56:53.309015,18.90,57.30
2025-09-30T23:56:55.315674,18.90,57.30
2025-09-30T23:56:57.322425,18.90,57.30
2025-09-30T23:56:59.328988,18.90,57.30
2025-09-30T23:57:01.335669,18.90,57.30
2025-09-30T23:57:03.342577,18.90,57.30
2025-09-30T23:57:05.349229,18.90,57.30
2025-09-30T23:57:07.355908,18.90,57.30
2025-09-30T23:57:09.362536,18.90,57.30
2025-09-30T23:57:11.369220,18.90,57.30
2025-09-30T23:57:13.375857,18.90,57.30
2025-09-30T23:57:15.382462,18.90,57.40
2025-09-30T23:57:17.389057,18.90,57.40
2025-09-30T23:57:19.395690,18.90,57.40
2025-09-30T23:57:21.402464,18.90,57.40
2025-09-30T23:57:23.409200,18.90,57.40
2025-09-30T23:57:25.415940,18.90,57.40
2025-09-30T23:57:27.422624,18.90,57.40
